housing,contact,month,duration,poutcome,y
no,cellular,oct,107,unknown,2
no,cellular,oct,200,unknown,2
yes,cellular,oct,197,other,1
no,cellular,oct,252,unknown,2
yes,cellular,oct,249,failure,2
no,cellular,oct,360,unknown,2
no,cellular,oct,257,other,2
no,cellular,oct,313,unknown,2
no,cellular,oct,118,unknown,2
no,cellular,oct,127,failure,2
no,cellular,oct,277,success,2
no,cellular,oct,181,success,2
no,cellular,oct,133,success,2
yes,cellular,oct,422,success,1
no,cellular,oct,287,unknown,1
no,cellular,oct,247,success,2
no,cellular,oct,334,unknown,1
no,cellular,oct,391,unknown,1
no,cellular,oct,504,success,2
no,telephone,oct,1002,unknown,2
no,cellular,oct,306,success,2
no,cellular,oct,260,other,2
no,telephone,oct,97,unknown,2
no,cellular,oct,102,failure,1
no,cellular,oct,344,success,2
no,cellular,oct,114,unknown,1
no,cellular,oct,336,failure,2
no,cellular,oct,270,success,2
yes,cellular,oct,130,failure,2
no,cellular,oct,210,unknown,2
no,cellular,oct,149,unknown,2
no,cellular,oct,476,success,2
no,cellular,oct,427,failure,2
yes,cellular,oct,622,success,1
no,cellular,oct,255,failure,2
no,cellular,oct,438,failure,2
yes,cellular,oct,221,success,2
no,cellular,oct,76,unknown,1
no,cellular,oct,281,failure,2
no,cellular,oct,93,unknown,1
no,telephone,oct,257,success,2
no,cellular,oct,56,unknown,1
no,telephone,oct,282,unknown,2
no,cellular,oct,61,failure,1
no,cellular,oct,183,unknown,1
no,cellular,oct,87,failure,1
no,cellular,oct,127,failure,1
no,cellular,oct,110,unknown,1
no,cellular,oct,151,failure,1
no,cellular,oct,99,failure,1
yes,cellular,oct,87,other,1
no,cellular,oct,67,unknown,1
no,cellular,oct,355,failure,2
no,cellular,oct,298,unknown,1
no,cellular,oct,156,unknown,1
no,cellular,oct,131,unknown,2
yes,cellular,oct,96,failure,1
no,cellular,oct,157,unknown,1
no,cellular,oct,143,success,2
yes,cellular,oct,120,success,1
no,cellular,oct,207,unknown,2
yes,cellular,oct,96,failure,1
yes,cellular,oct,96,failure,2
no,cellular,oct,297,failure,2
no,cellular,oct,102,success,2
yes,cellular,oct,424,failure,2
no,cellular,oct,137,unknown,2
no,cellular,oct,759,unknown,2
yes,cellular,oct,624,unknown,2
no,telephone,oct,515,unknown,1
no,cellular,oct,89,unknown,1
yes,cellular,oct,88,unknown,1
no,telephone,oct,521,unknown,1
no,telephone,oct,376,failure,1
no,telephone,oct,219,unknown,1
no,cellular,oct,298,other,2
no,cellular,oct,259,unknown,1
no,cellular,oct,327,success,1
no,cellular,oct,139,unknown,1
no,cellular,oct,255,success,2
no,cellular,oct,418,unknown,2
no,telephone,oct,146,other,2
no,cellular,oct,189,unknown,1
yes,cellular,oct,114,success,1
no,cellular,oct,83,failure,1
no,cellular,oct,353,unknown,2
no,cellular,oct,113,unknown,2
no,cellular,oct,149,unknown,2
no,cellular,oct,246,unknown,1
no,cellular,oct,219,unknown,1
no,cellular,oct,108,unknown,1
yes,cellular,oct,95,failure,1
no,cellular,oct,154,failure,1
no,cellular,oct,96,unknown,2
yes,telephone,oct,149,unknown,1
no,cellular,oct,300,unknown,1
no,cellular,oct,73,unknown,1
no,cellular,oct,1118,unknown,1
no,cellular,oct,210,unknown,1
no,cellular,oct,1092,unknown,1
no,telephone,oct,509,unknown,2
no,cellular,oct,190,success,1
no,cellular,oct,371,unknown,2
no,cellular,oct,501,unknown,2
no,telephone,oct,182,unknown,1
no,telephone,oct,172,unknown,1
yes,cellular,oct,524,failure,2
no,cellular,oct,207,success,2
yes,cellular,oct,164,unknown,2
no,cellular,oct,423,unknown,2
no,cellular,oct,408,unknown,1
no,cellular,oct,139,unknown,2
no,cellular,oct,247,unknown,1
no,cellular,oct,164,unknown,2
yes,cellular,oct,142,unknown,2
no,cellular,oct,209,unknown,2
no,cellular,oct,1707,unknown,2
no,cellular,oct,189,unknown,2
no,cellular,oct,437,unknown,1
no,cellular,oct,251,unknown,2
no,cellular,oct,318,failure,1
no,cellular,oct,401,unknown,2
no,cellular,oct,215,success,2
yes,cellular,oct,679,unknown,1
no,cellular,oct,264,unknown,2
yes,cellular,oct,262,other,1
no,cellular,oct,106,failure,2
no,cellular,oct,215,other,2
yes,cellular,oct,288,unknown,2
no,cellular,oct,140,unknown,1
no,cellular,oct,68,unknown,1
no,cellular,oct,124,unknown,2
no,cellular,oct,136,failure,2
no,telephone,oct,220,other,2
no,cellular,oct,746,other,2
yes,cellular,oct,377,other,2
yes,cellular,oct,250,failure,1
no,cellular,oct,424,success,2
no,cellular,oct,174,unknown,1
no,telephone,oct,157,failure,1
no,cellular,oct,279,failure,2
no,cellular,oct,445,unknown,2
no,cellular,oct,631,failure,1
no,telephone,oct,70,unknown,1
no,cellular,oct,212,unknown,2
yes,cellular,oct,176,other,1
no,cellular,oct,373,unknown,2
no,telephone,oct,62,unknown,1
yes,cellular,oct,160,unknown,1
no,cellular,oct,155,success,1
no,cellular,oct,59,unknown,1
no,cellular,oct,125,unknown,2
no,cellular,oct,217,unknown,2
no,cellular,oct,640,unknown,2
no,cellular,oct,144,unknown,2
no,cellular,oct,480,unknown,2
yes,cellular,oct,180,unknown,1
yes,cellular,oct,183,unknown,1
no,cellular,oct,196,unknown,2
no,cellular,oct,294,failure,2
no,cellular,oct,257,unknown,2
no,cellular,oct,175,failure,2
no,cellular,oct,368,unknown,2
no,telephone,oct,152,unknown,1
no,cellular,oct,416,unknown,2
no,telephone,oct,177,unknown,1
no,telephone,nov,105,unknown,1
yes,cellular,nov,131,failure,1
no,cellular,nov,101,success,1
yes,cellular,nov,131,unknown,1
no,cellular,nov,69,failure,1
yes,cellular,nov,91,unknown,1
no,cellular,nov,75,unknown,1
no,cellular,nov,59,unknown,1
no,cellular,nov,53,failure,1
no,telephone,nov,358,failure,1
no,cellular,nov,154,unknown,1
no,cellular,nov,173,unknown,1
no,cellular,nov,92,unknown,1
no,telephone,nov,459,unknown,1
no,cellular,nov,272,unknown,1
no,cellular,nov,204,success,1
no,cellular,nov,182,failure,2
no,cellular,nov,144,unknown,1
no,cellular,nov,188,success,2
yes,telephone,nov,227,other,1
no,cellular,nov,109,success,1
yes,cellular,nov,180,failure,1
yes,telephone,nov,117,unknown,1
yes,telephone,nov,214,unknown,1
no,cellular,nov,162,unknown,2
no,telephone,nov,83,other,1
yes,cellular,nov,85,unknown,1
no,telephone,nov,179,failure,1
no,cellular,nov,209,failure,2
no,cellular,nov,46,unknown,2
yes,cellular,nov,102,unknown,2
yes,cellular,nov,88,failure,1
no,cellular,nov,289,unknown,2
yes,cellular,nov,1233,failure,2
yes,cellular,nov,187,unknown,2
no,cellular,nov,149,unknown,2
yes,cellular,nov,566,failure,2
yes,cellular,nov,412,unknown,2
no,cellular,nov,222,failure,1
no,cellular,nov,537,unknown,2
no,cellular,nov,217,failure,2
no,cellular,nov,195,unknown,1
no,cellular,nov,193,unknown,1
no,cellular,nov,181,success,2
no,cellular,nov,215,unknown,2
no,cellular,nov,358,unknown,2
no,cellular,nov,177,failure,1
no,cellular,nov,179,unknown,2
no,cellular,nov,322,unknown,2
no,cellular,nov,284,failure,2
yes,cellular,nov,322,success,1
no,telephone,nov,383,unknown,2
yes,cellular,nov,116,failure,1
no,cellular,nov,298,other,1
no,cellular,nov,86,unknown,1
yes,cellular,nov,70,other,1
no,cellular,nov,138,failure,1
no,cellular,nov,101,unknown,1
no,cellular,nov,85,failure,1
no,cellular,nov,158,unknown,1
no,cellular,nov,358,failure,2
no,cellular,nov,199,success,1
no,cellular,nov,272,unknown,1
no,cellular,nov,572,unknown,1
yes,cellular,nov,257,failure,1
no,cellular,nov,76,unknown,1
yes,cellular,nov,298,unknown,1
no,telephone,nov,143,other,1
no,telephone,nov,111,other,1
no,cellular,nov,509,unknown,1
no,cellular,nov,464,other,2
no,telephone,nov,136,unknown,1
no,cellular,nov,312,unknown,1
yes,cellular,nov,126,failure,1
no,cellular,nov,455,other,2
yes,cellular,nov,368,success,2
no,cellular,nov,178,success,2
no,cellular,nov,425,failure,1
no,cellular,nov,178,unknown,2
no,cellular,nov,262,success,2
no,cellular,nov,118,unknown,2
no,cellular,nov,165,success,2
no,cellular,nov,98,failure,2
no,telephone,nov,201,unknown,2
yes,cellular,nov,161,failure,2
no,cellular,nov,696,failure,2
yes,cellular,nov,371,failure,1
no,cellular,nov,263,failure,2
no,telephone,nov,235,unknown,1
yes,cellular,nov,257,unknown,1
yes,cellular,nov,270,failure,1
no,cellular,nov,347,success,2
yes,cellular,nov,171,success,1
no,cellular,nov,182,success,2
no,cellular,nov,193,unknown,2
no,cellular,nov,406,unknown,2
no,cellular,nov,147,success,2
no,cellular,nov,318,success,2
no,cellular,nov,95,success,2
yes,cellular,nov,89,success,2
no,telephone,nov,345,unknown,1
no,cellular,nov,344,success,2
yes,cellular,nov,266,failure,2
no,cellular,nov,144,failure,2
no,cellular,nov,301,success,2
no,cellular,nov,254,unknown,2
no,cellular,nov,293,failure,2
no,cellular,nov,185,unknown,1
no,cellular,nov,594,success,2
yes,cellular,nov,280,failure,1
no,cellular,nov,213,other,2
yes,cellular,nov,131,failure,2
no,telephone,nov,208,unknown,1
no,cellular,nov,133,failure,1
no,cellular,nov,98,unknown,1
no,cellular,nov,516,other,1
no,telephone,nov,93,unknown,1
no,cellular,nov,269,unknown,2
no,cellular,nov,158,failure,1
yes,cellular,nov,133,failure,1
no,cellular,nov,406,failure,2
no,cellular,nov,166,success,2
no,cellular,nov,79,unknown,1
no,cellular,nov,69,unknown,2
no,cellular,nov,199,unknown,2
no,cellular,nov,98,failure,1
no,cellular,nov,131,failure,2
yes,cellular,nov,229,success,2
no,cellular,nov,166,success,2
no,cellular,nov,244,unknown,2
no,cellular,nov,135,other,1
yes,cellular,nov,172,success,2
no,telephone,nov,241,success,2
no,cellular,nov,248,unknown,1
no,telephone,nov,513,success,2
no,unknown,nov,71,success,2
no,cellular,nov,90,success,2
yes,cellular,nov,227,success,2
no,cellular,nov,116,failure,1
no,cellular,nov,123,success,2
no,cellular,nov,39,unknown,1
no,cellular,nov,253,failure,2
no,cellular,nov,226,other,2
no,cellular,nov,177,failure,1
no,cellular,nov,241,unknown,2
no,cellular,nov,702,unknown,1
no,cellular,nov,427,unknown,1
no,cellular,nov,110,failure,2
no,cellular,nov,134,failure,2
no,cellular,nov,126,failure,2
no,cellular,nov,104,other,2
no,telephone,nov,226,unknown,2
no,cellular,nov,89,success,2
yes,cellular,nov,169,success,2
no,cellular,nov,150,failure,1
no,cellular,nov,134,unknown,2
no,cellular,nov,247,failure,2
no,cellular,nov,771,unknown,1
no,telephone,nov,124,other,1
no,cellular,nov,189,unknown,1
yes,cellular,nov,893,unknown,2
no,cellular,nov,192,failure,2
no,cellular,nov,366,failure,1
yes,cellular,nov,707,success,2
no,cellular,nov,627,success,2
no,telephone,nov,411,other,2
yes,cellular,nov,176,success,2
no,cellular,nov,350,success,1
no,cellular,nov,131,success,1
no,cellular,nov,202,unknown,1
yes,cellular,nov,181,success,2
no,cellular,nov,122,success,2
no,telephone,nov,2184,failure,2
no,telephone,nov,135,other,2
no,telephone,nov,212,failure,2
no,cellular,nov,186,success,2
no,cellular,nov,180,success,1
yes,cellular,nov,226,success,2
no,cellular,nov,122,unknown,1
no,telephone,nov,137,unknown,1
no,cellular,nov,122,failure,1
no,cellular,nov,210,success,2
no,cellular,nov,495,success,2
no,cellular,nov,632,failure,1
no,cellular,nov,167,success,2
no,cellular,nov,259,failure,2
no,cellular,nov,264,unknown,1
no,cellular,nov,239,success,2
no,cellular,nov,381,unknown,2
no,cellular,nov,193,success,2
no,telephone,nov,271,success,2
no,telephone,nov,332,success,1
no,cellular,nov,227,unknown,2
yes,cellular,nov,182,success,2
no,cellular,nov,256,failure,2
no,cellular,nov,139,success,1
no,cellular,nov,95,success,1
no,cellular,nov,130,failure,2
yes,cellular,nov,295,success,2
no,cellular,nov,301,failure,2
no,cellular,nov,1011,success,1
no,cellular,nov,146,success,2
no,telephone,nov,167,unknown,2
no,cellular,nov,183,success,2
yes,telephone,nov,135,success,1
no,cellular,nov,176,success,1
no,cellular,nov,124,unknown,1
no,cellular,nov,163,failure,1
no,cellular,nov,84,failure,1
no,cellular,nov,365,unknown,1
no,telephone,nov,107,unknown,1
no,cellular,nov,432,unknown,2
no,cellular,nov,244,failure,1
no,cellular,nov,136,failure,1
no,cellular,nov,137,failure,1
no,cellular,nov,104,failure,1
no,cellular,nov,250,unknown,2
no,telephone,nov,986,failure,1
no,telephone,nov,57,unknown,1
no,cellular,nov,175,success,2
no,cellular,nov,79,failure,1
no,cellular,nov,380,failure,2
yes,telephone,nov,446,other,1
no,cellular,nov,104,failure,1
no,cellular,nov,77,unknown,1
no,cellular,nov,257,unknown,2
yes,cellular,nov,445,failure,2
yes,cellular,nov,75,unknown,1
no,cellular,nov,111,other,1
no,cellular,nov,105,success,2
no,cellular,nov,984,unknown,2
no,cellular,nov,202,other,1
no,cellular,nov,1248,failure,2
yes,unknown,nov,85,unknown,2
no,cellular,nov,709,unknown,2
no,cellular,nov,168,unknown,1
no,cellular,nov,209,failure,2
no,cellular,nov,140,failure,1
no,cellular,nov,408,unknown,1
no,cellular,nov,134,success,2
no,cellular,nov,747,unknown,2
no,cellular,nov,409,unknown,2
no,telephone,nov,135,unknown,2
yes,cellular,nov,393,other,2
no,cellular,nov,255,unknown,2
no,cellular,nov,309,success,2
yes,cellular,nov,525,unknown,2
yes,cellular,nov,108,unknown,1
yes,cellular,nov,190,failure,1
no,cellular,nov,187,unknown,1
no,cellular,nov,141,other,1
no,cellular,nov,166,unknown,1
no,cellular,nov,112,unknown,1
yes,cellular,nov,283,unknown,1
no,cellular,nov,325,success,2
yes,cellular,nov,968,success,2
no,cellular,nov,92,unknown,1
no,cellular,nov,285,success,2
no,cellular,nov,295,success,1
no,cellular,nov,242,failure,1
no,cellular,nov,106,other,1
no,cellular,nov,1092,unknown,1
no,cellular,nov,421,unknown,1
no,cellular,nov,87,unknown,1
no,cellular,nov,372,unknown,2
no,cellular,nov,103,unknown,1
no,cellular,nov,99,failure,1
no,cellular,nov,234,unknown,2
no,cellular,nov,349,success,2
no,cellular,nov,487,failure,2
no,cellular,nov,232,success,2
no,cellular,nov,208,success,2
yes,cellular,nov,170,unknown,1
yes,cellular,nov,414,failure,2
no,cellular,nov,296,failure,2
no,cellular,nov,237,other,1
no,cellular,nov,342,unknown,2
no,cellular,nov,238,success,2
no,cellular,nov,541,unknown,2
no,cellular,nov,142,unknown,1
yes,cellular,nov,92,failure,1
no,telephone,nov,341,failure,1
yes,cellular,nov,160,unknown,2
no,cellular,nov,65,unknown,1
yes,cellular,nov,110,success,1
no,telephone,nov,1628,success,2
no,cellular,nov,448,failure,1
no,telephone,nov,337,unknown,1
no,cellular,nov,598,unknown,1
no,cellular,nov,210,unknown,1
no,cellular,nov,152,success,1
yes,cellular,nov,151,other,1
no,cellular,nov,123,failure,1
no,cellular,nov,260,success,2
no,cellular,nov,152,unknown,1
no,cellular,nov,107,failure,1
yes,cellular,nov,113,failure,1
no,cellular,dec,357,other,2
no,cellular,dec,310,unknown,2
no,cellular,dec,346,unknown,2
yes,cellular,dec,415,failure,2
no,cellular,dec,187,unknown,1
no,cellular,dec,244,success,2
no,telephone,dec,37,unknown,1
no,cellular,dec,284,failure,2
no,cellular,dec,154,failure,2
no,cellular,dec,155,success,2
yes,cellular,dec,352,unknown,2
yes,cellular,dec,97,other,1
no,cellular,dec,1804,other,1
no,cellular,dec,472,unknown,2
no,telephone,dec,237,unknown,1
no,cellular,dec,110,success,1
no,cellular,dec,350,success,2
no,cellular,dec,274,success,2
no,telephone,dec,705,unknown,2
no,cellular,dec,271,unknown,2
no,cellular,dec,208,unknown,2
no,cellular,dec,439,success,2
no,cellular,dec,127,success,1
no,cellular,dec,821,success,2
no,cellular,dec,377,other,1
no,cellular,dec,78,unknown,1
no,cellular,dec,55,unknown,1
no,cellular,dec,232,failure,2
yes,cellular,dec,360,success,2
no,cellular,dec,696,unknown,2
no,cellular,dec,1139,success,1
no,cellular,dec,300,unknown,1
no,telephone,dec,157,other,1
no,cellular,dec,720,failure,1
no,cellular,dec,929,other,2
yes,cellular,dec,85,unknown,1
yes,cellular,dec,69,failure,1
no,cellular,dec,163,success,1
no,cellular,dec,143,failure,1
no,cellular,dec,138,unknown,1
no,cellular,dec,334,unknown,1
yes,cellular,dec,344,unknown,2
no,cellular,dec,292,unknown,1
yes,cellular,dec,371,unknown,1
no,cellular,dec,200,failure,1
no,cellular,dec,262,unknown,1
no,cellular,dec,248,unknown,1
no,cellular,dec,164,unknown,1
no,cellular,dec,415,failure,2
no,cellular,dec,308,unknown,2
no,telephone,dec,358,unknown,1
no,cellular,dec,127,unknown,1
no,telephone,dec,91,other,1
yes,cellular,dec,347,success,1
yes,cellular,dec,620,unknown,2
no,cellular,dec,329,unknown,2
no,cellular,dec,245,unknown,1
yes,cellular,dec,254,other,2
yes,cellular,dec,1002,success,1
no,cellular,dec,288,success,2
yes,cellular,dec,179,success,2
no,cellular,dec,787,other,1
no,cellular,dec,390,unknown,1
no,telephone,dec,137,other,1
no,cellular,dec,124,unknown,1
no,cellular,dec,161,success,1
yes,cellular,dec,265,success,2
no,cellular,dec,854,unknown,2
no,cellular,dec,479,unknown,2
no,telephone,dec,343,unknown,2
no,telephone,dec,595,unknown,2
no,telephone,dec,395,unknown,2
no,cellular,dec,456,success,2
no,telephone,dec,87,unknown,1
no,telephone,dec,135,failure,1
yes,telephone,dec,220,unknown,1
yes,telephone,dec,207,failure,2
no,cellular,dec,149,unknown,2
no,cellular,dec,336,unknown,2
yes,cellular,dec,429,unknown,2
no,telephone,dec,441,other,2
no,cellular,dec,112,unknown,1
yes,cellular,dec,798,other,2
no,cellular,dec,267,unknown,1
no,telephone,dec,805,other,2
no,cellular,dec,182,failure,1
no,telephone,dec,208,unknown,1
no,cellular,dec,422,success,2
no,cellular,dec,232,unknown,2
no,cellular,dec,501,success,1
no,cellular,dec,364,failure,1
no,cellular,dec,582,other,2
no,cellular,dec,141,unknown,2
no,cellular,dec,166,other,2
no,cellular,dec,263,failure,1
no,cellular,dec,420,failure,2
no,cellular,dec,352,success,1
no,cellular,dec,269,failure,1
no,cellular,dec,122,unknown,1
no,telephone,dec,88,other,1
no,cellular,dec,446,unknown,1
no,cellular,dec,321,success,2
no,telephone,dec,86,failure,1
no,cellular,dec,351,unknown,2
no,telephone,dec,150,unknown,1
no,telephone,dec,476,failure,2
no,cellular,dec,324,unknown,2
no,cellular,dec,279,other,2
no,cellular,dec,72,success,1
no,cellular,dec,314,success,2
no,cellular,dec,147,other,1
no,cellular,dec,325,failure,1
no,telephone,dec,443,unknown,2
no,cellular,dec,283,success,2
no,cellular,dec,546,unknown,2
yes,cellular,dec,155,failure,1
yes,cellular,dec,97,failure,1
no,cellular,dec,188,unknown,1
no,cellular,dec,103,failure,1
no,cellular,dec,141,other,1
no,cellular,dec,221,unknown,1
no,cellular,dec,412,unknown,2
no,cellular,dec,330,success,2
no,cellular,dec,222,failure,2
yes,cellular,dec,110,failure,1
no,cellular,dec,726,unknown,2
no,cellular,dec,324,success,2
no,cellular,dec,184,failure,1
no,cellular,dec,221,unknown,2
no,cellular,dec,170,success,2
no,cellular,dec,454,failure,1
yes,cellular,dec,406,failure,2
no,cellular,dec,248,unknown,1
yes,cellular,dec,364,unknown,2
no,cellular,dec,180,unknown,1
no,cellular,dec,127,success,1
no,cellular,dec,415,unknown,2
no,telephone,dec,104,success,1
yes,cellular,dec,116,failure,1
no,telephone,dec,294,success,2
no,cellular,dec,103,success,1
no,cellular,dec,193,success,1
yes,cellular,dec,322,success,2
no,cellular,dec,467,success,2
